year,no,key,link,item,item2
113,48,A,,"關於Dysplastic melanocytic nevus（DN），下列敘述何者正確？
①Dysplastic nevus syndrome（DNS）的病患在青春期前後就可能發生超過100個以上的atypical nevus，而且可能在30幾歲就發生melanoma。
②DN好發於高度曝曬陽光的區域，如頭頸部。
③eruptive DN曾被報告出現在AIDS、腎臟移植及chronic myeloid leukemia的病患。
④DN進展為melanoma的危險因子包括DN的數目、melanoma的個人病史及家族史，但不包括陽光的暴露。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding Dysplastic melanocytic nevus (DN), which of the following statements is correct?
①Patients with Dysplastic nevus syndrome (DNS) may develop more than 100 atypical nevus around puberty, and may develop melanoma in their 30s.
②DN tends to occur in areas highly exposed to sunlight, such as the head and neck.
③eruptive DN has been reported to occur in patients with AIDS, kidney transplantation, and chronic myeloid leukemia.
④Risk factors for DN to progress to melanoma include the number of DN, personal and family history of melanoma, but do not include sun exposure.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,49,A,,"關於Cutaneous squamous cell carcinoma（SCC）的分期及治療，下列敘述何者錯誤？
①Tumor直徑≤ 2cm為T2；直徑>2cm則為T3。
②針對局部low risk的SCC病灶，宜選擇standard excision（4-6mm margin）。
③根據NCCN guideline，出現在臉部area H的SCC較不會有local recurrence。
④Niacinamide及systemic retinoid對於nonmelanoma skin cancer（NMSC）具有chemoprevention的效果。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the staging and treatment of Cutaneous squamous cell carcinoma (SCC), which of the following statements is incorrect?
① Tumor diameter ≤ 2cm is T2; diameter > 2cm is T3.
②For local low-risk SCC lesions, standard excision (4-6mm margin) should be selected.
③According to the NCCN guideline, SCC appearing in area H on the face is less likely to have local recurrence.
④Niacinamide and systemic retinoid have chemoprevention effects on nonmelanoma skin cancer (NMSC).
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,50,A,,"關於actinic keratosis（AK），下列敘述何者錯誤？
①大約有30%的AK病灶會進展成invasive squamous cell carcinoma（SCC）。
②Fitzpatrick type 1的人種比Fitzpatrick type 6的人種較容易發生AK。
③在sun-exposed area常同時出現多個病灶，此現象稱為field cancerization。
④大於60%的SCC是從AK病灶轉變而來。
A. ①　　B. ②　　C. ③　　D. ④","Regarding actinic keratosis (AK), which of the following statements is incorrect?
①About 30% of AK lesions will progress to invasive squamous cell carcinoma (SCC).
②People with Fitzpatrick type 1 are more likely to develop AK than people with Fitzpatrick type 6.
③Multiple lesions often appear in the sun-exposed area at the same time. This phenomenon is called field cancerization.
④ More than 60% of SCCs are transformed from AK lesions.
A. ① B. ② C. ③ D. ④"
114,1,C,,"Palmoplantar keratoderma是genodermatoses的臨床表現之一，下列何者除外？
①Dyskeratosis congenita.
②Autosomal recessive congenital ichthyosis.
③Hailey-Hailey disease.
④Darier’s disease.
A. ①　　B. ②　　C. ③　　D. ④","Palmoplantar keratoderma is one of the clinical manifestations of genodermatoses, except which of the following?
①Dyskeratosis congenita.
②Autosomal recessive congenital ichthyosis.
③Hailey-Hailey disease.
④Darier’s disease.
A. ① B. ② C. ③ D. ④"
114,2,B,,"35歲男性，過去健康，近日出現陰莖疼痛性潰瘍並伴有左側鼠蹊部疼痛性腫塊。理學檢查發現陰莖有一個邊緣不整、底部有黃灰色分泌物的潰瘍，底部壞死且易出血。下列何者最可能為此患者的診斷？
①梅毒(Syphilis)。
②軟性下疳(Chancroid)。
③淋巴肉芽腫性病(Lymphogranuloma venereum)。
④Donovanosis (Granuloma inguinale).
A. ①　　B. ②　　C. ③　　D. ④","A 35-year-old male, who was healthy in the past, recently developed a painful ulcer on his penis accompanied by a painful mass on the left groin. Physical examination revealed an ulcer with uneven edges and yellow-gray discharge at the base of the penis. The base was necrotic and easy to bleed. Which of the following is the most likely diagnosis for this patient?
①Syphilis.
② Soft chancre (Chancroid).
③Lymphogranuloma venereum.
④Donovanosis (Granuloma inguinale).
A. ① B. ② C. ③ D. ④"
114,3,D,,"關於梅毒的血清學檢查，下列敘述何者正確？
①非梅毒血清學檢查(non-treponemal tests)如RPR、VDRL在早期感染後2週會出現陽性。
②梅毒螢光抗體吸收試驗(FTA-ABS)於梅毒治療成功後會轉為陰性。
③非梅毒血清學檢查用在第三期梅毒的靈敏度超過80%。
④若出現高度懷疑梅毒但非梅毒血清學檢查為陰性時，應排除 prozone phenomenon。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding serological testing for syphilis, which of the following statements is correct?
①Non-treponemal tests such as RPR and VDRL will appear positive 2 weeks after early infection.
②Fluorescent syphilis antibody absorption test (FTA-ABS) will turn negative after successful treatment of syphilis.
③The sensitivity of non-syphilis serological tests for tertiary syphilis exceeds 80%.
④If syphilis is highly suspected but non-syphilis serological tests are negative, prozone phenomenon should be ruled out.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,4,C,,"有關乾癬的致病機轉與生物製劑，下列敘述何者正確？
①Etanercept主要與soluble TNF結合，adalimumab與soluble and membrane bound TNF結合。
②Ustekinumab與IL12及IL23之p40 unit結合，會影響Th1 differentiation及Th17 and Th22 cells。
③乾癬因Tregs(例如CD4 + CD25 + subset)的抑制功能受損，無法壓制effector T cell 之proliferation。
④ Secukinumab與ixekizumab為IL17A antagonists，brodalumab可與 IL17 A/F結合。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the pathogenesis of psoriasis and biological agents, which of the following statements is correct?
①Etanercept mainly binds to soluble TNF, and adalimumab binds to soluble and membrane bound TNF.
② Ustekinumab binds to the p40 unit of IL12 and IL23, which affects Th1 differentiation and Th17 and Th22 cells.
③ In psoriasis, the inhibitory function of Tregs (such as CD4 + CD25 + subset) is impaired and cannot suppress the proliferation of effector T cells.
④ Secukinumab and ixekizumab are IL17A antagonists, and brodalumab can bind to IL17 A/F. 
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,5,A,,"有關乾癬的指甲病變，下列敘述何者正確？
①乾癬的各種指甲病變以onychodystrophy與乾癬性關節炎有較強的相關性。
②Nail matrix相關的變化包括：oil spots, pitting, onychodystrophy (leukonychia, crumbling nail, red spots in lunula)。
③Nail bed相關的變化包括：salmon patches, splinter hemorrhage, subungual keratosis。
④乾癬的指甲病變以leukonychia最具特異性(specific for psoriasis)。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding psoriasis nail lesions, which of the following statements is correct?
① Various nail lesions of psoriasis, including onychodystrophy, have a strong correlation with psoriatic arthritis.
② Nail matrix related changes include: oil spots, pitting, onychodystrophy (leukonychia, crumbling nail, red spots in lunula).
③Nail bed related changes include: salmon patches, splinter hemorrhage, subungual keratosis.
④The nail lesions of psoriasis are most specific to leukonychia (specific for psoriasis).
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,6,E,,"有關異位性皮膚炎，下列敘述何者正確？
①表皮細胞多有thymic stromal lymphopoietin (TSLP) and IL33，會誘導Th2 cell differentiation，其皮膚多表現 IL4, IL5, IL13, IL25, IL31, IL33等 type 2 cytokines。
②Filaggrin deficiency可以呈現ichthyosis vulgaris, keratosis pilaris, and hyperlinear palms等臨床表現。
③可以考慮""proactive therapy""使疾病獲得更佳的控制：例如在先前有病灶但已正常處，每週使用兩次外用fluticasone、或每週使用三次tacrolimus ointment。
④異位性皮膚炎病患抽血檢測 allergen specific IgE，如果是陰性反應，對於排除過敏原有高度的價值。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding atopic dermatitis, which of the following statements is correct?
① Epidermal cells mostly contain thymic stromal lymphopoietin (TSLP) and IL33, which can induce Th2 cell differentiation. The skin mostly expresses IL4, IL5, IL13, IL25, IL31, IL33 and other type 2 cytokines.
②Filaggrin deficiency can present clinical manifestations such as ichthyosis vulgaris, keratosis pilaris, and hyperlinear palms.
③ ""Proactive therapy"" can be considered to achieve better control of the disease: for example, where there were previous lesions but have become normal, use topical fluticasone twice a week, or use tacrolimus ointment three times a week.
④Atopic dermatitis patients take blood tests to test for allergen specific IgE. If the reaction is negative, it is highly valuable for ruling out allergens.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,7,C,,"以下那些疾病預後良好可能自行改善，不一定需積極治療？
①Lichen nitidus.
②Lichen striatus.
③Localized granuloma annulare.
④Lupus pernio.
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which of the following diseases have a good prognosis and may improve on their own without necessarily requiring active treatment?
①Lichen nitidus.
②Lichen striatus.
③Localized granuloma annulare.
④Lupus pernio.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,8,B,,"關於angioedema，下列敘述何者錯誤？
①通常沒有合併wheal發生的recurrent angioedema 和bradykinin相關。
②Type II hereditary angioedema的C1 inhibitor濃度和活性都降低。
③如果Acquired angioedema是因為過度消耗C1 inhibitor，C1q也會降低。
④Icatibant可以用來治療angioedema急性發作。
A. ①　　B. ②　　C. ③　　D. ④","Regarding angioedema, which of the following statements is incorrect?
①Recurrent angioedema that usually occurs without merging wheal is related to bradykinin.
②The concentration and activity of C1 inhibitor of Type II hereditary angioedema are reduced.
③If Acquired angioedema is due to excessive consumption of C1 inhibitor, C1q will also decrease.
④Icatibant can be used to treat acute attacks of angioedema.
A. ① B. ② C. ③ D. ④"
114,9,C,,"關於臨床疾病和致病毒素的配對，下列敘述何者正確？
①Toxic shock syndrome – toxic shock syndrome toxin 1.
②Bullous impetigo – exfoliatin type A.
③Scarlet fever – streptococcal pyrogenic exotoxins A.
④Staphylococcal scaled skin syndrome – staphylococcal enterotoxins A.
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the pairing of clinical disease and causative toxins, which of the following statements is correct?
①Toxic shock syndrome – toxic shock syndrome toxin 1.
②Bullous impetigo – exfoliatin type A. 
③Scarlet fever – streptococcal pyrogenic exotoxins A. 
④Staphylococcal scaled skin syndrome – staphylococcal enterotoxins A. 
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,10,A,,"一名28歲男性出現發燒症狀，隨後出現膿疱性皮疹，分布於臉部、軀幹及四肢，包括手掌與腳底。他表示近期曾前往猴痘(M痘)流行地區，並與野生動物有接觸。關於M痘病毒感染，下列敘述何者正確？
① M痘的皮疹呈離心性分布(centrifugal distribution)，較常從臉部和軀幹開始。
② M痘的水疱及膿疱大多在3天內出現，7天內結痂脫落。
③淋巴結腫大是M痘常見的臨床特徵，有助於與天花(smallpox)做鑑別。
④病灶進行電子顯微鏡檢查是首選診斷方式，因其具高度敏感性與特異性。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","A 28-year-old man developed fever, followed by a pustular rash, which was distributed on the face, trunk, and limbs, including the palms and soles of the feet. He stated that he had recently traveled to an area where monkeypox (Mpox) is endemic and had contact with wild animals. Regarding Mpox virus infection, which of the following statements is correct?
① The rash of M-acne has a centrifugal distribution, most often starting on the face and trunk.
② Most of the blisters and pustules of acne appear within 3 days, and the scabs will fall off within 7 days.
③ Lymph node enlargement is a common clinical feature of M-pox and helps to differentiate it from smallpox.
④Electron microscopy of lesions is the preferred diagnostic method because of its high sensitivity and specificity.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,11,A,,"關於Kasabach-Merritt phenomenon（KMP），下列敘述何者錯誤？
①主要成因為慢性凝血因子的消耗。
②Tufted angioma可能產生此現象，infantile hemangioma則不會產生。
③抽血可見低血小板，Hb下降、fibrinogen減少、D-dimer 上升。
④Kaposiform hemangioendothelioma若涉及超過一個解剖區域是產生KMP的危險因子。
A. ①　　B. ②　　C. ③　　D. ④","Regarding the Kasabach-Merritt phenomenon (KMP), which of the following statements is incorrect?
① Mainly caused by the consumption of chronic coagulation factors.
② Tufted angioma may produce this phenomenon, but infantile hemangioma does not.
③Blood drawing shows low platelets, decreased Hb, decreased fibrinogen, and increased D-dimer.
④If Kaposiform hemangioendothelioma involves more than one anatomical area, it is a risk factor for the production of KMP.
A. ① B. ② C. ③ D. ④"
114,12,B,,"關於皮膚Melanoma，下列敘述何者正確？
①大部分的Melanoma是由既有的良性痣癌化產生。
②若在足底Melanoma的理學檢查發現同側鼠蹊部淋巴腫大，應安排腫大淋巴結的excisional biopsy。
③Melanoma of unknown primary一般而言預後較相同期別的Melanoma佳。
④皮膚Melanoma遠端轉移最常見的器官為肺臟、肝臟以及腦。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding skin Melanoma, which of the following statements is correct?
①Most Melanoma is caused by the canceration of existing benign moles.
② If physical examination of Melanoma on the sole of the foot reveals enlarged lymph nodes in the groin of the ipsilateral side, an excisional biopsy of the enlarged lymph nodes should be arranged.
③Melanoma of unknown primary generally has a better prognosis than Melanoma of the same stage.
④The most common organs for distant metastasis of cutaneous Melanoma are the lungs, liver, and brain.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,13,D,,"關於amyloidosis，下列敘述何者錯誤？
①在AL amyloidosis，病人血液常有高濃度的immunoglobulin light chain，可能合併multiple myeloma。
②Doxycycline可以抑制形成mature fibrils，以及抑制 MMP-9，可以用來治療amyloidosis。
③在nodular amyloidosis，需要檢查病人是否有合併Sjögren’s disease，也有可能發展成systemic amyloidosis。
④在AL amyloidosis，amyloid主要沉積在真皮內中型至大型血管壁，是典型的診斷特徵。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding amyloidosis, which of the following statements is incorrect?
①In AL amyloidosis, patients often have high concentrations of immunoglobulin light chain in their blood, which may be combined with multiple myeloma.
②Doxycycline can inhibit the formation of mature fibrils and inhibit MMP-9, and can be used to treat amyloidosis.
③In nodular amyloidosis, it is necessary to check whether the patient has Sjögren’s disease, which may also develop into systemic amyloidosis.
④In AL amyloidosis, amyloid is mainly deposited in the walls of medium to large blood vessels in the dermis, which is a typical diagnostic feature.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,14,A,,"關於皮膚骨化及鈣化，下列敘述何者正確？
①皮膚骨化可以在沒有合併組織異常或鈣化之下發生。
②Metastatic鈣化經常出現在結締組織疾病，其鈣化沉積好發在上肢以及易受傷或活動之處。
③Sodium thiosulfate可以促進鈣螯合，可以用來治療calciphylaxis。
④Dystrophic鈣化較常合併成人型皮肌炎，其病程越長，出現的比例越高。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding skin ossification and calcification, which of the following statements is correct?
①Skin ossification can occur without associated tissue abnormalities or calcification.
②Metastatic calcification often occurs in connective tissue diseases, and its calcification deposits tend to occur in the upper limbs and areas prone to injury or activity.
③Sodium thiosulfate can promote calcium chelation and can be used to treat calciphylaxis.
④Dystrophic calcification is more commonly associated with adult dermatomyositis. The longer the course of the disease, the higher the incidence rate.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,15,C,,"下列敘述何者正確？
①職業性皮膚病以接觸性皮膚炎最常見，包括刺激性接觸性皮膚炎(ICD)與過敏性接觸性皮膚炎(ACD)；ICD與type I hypersensitivity有關，ACD與type IV hypersensitivity 有關，臨床上ICD的案例多於ACD。
②Acute ICD可見crescendo phenomenon，ACD可見decrescendo phenomenon；此現象有助於貼膚試驗的判讀。
③Non-immunological contact urticaria之治療，nonsteroidal anti-inflammatory medications 的效果優於H1 antihistamines。
④診斷 contact urticaria的方式包括open test, regular patch test, skin prick test。
A. ①　　B. ②　　C. ③　　D. ④","Which of the following statements is correct?
① Contact dermatitis is the most common occupational skin disease, including irritant contact dermatitis (ICD) and allergic contact dermatitis (ACD); ICD is related to type I hypersensitivity, and ACD is related to type IV hypersensitivity. There are more clinical cases of ICD than ACD.
②The crescendo phenomenon can be seen in Acute ICD, and the decrescendo phenomenon can be seen in ACD; this phenomenon is helpful for the interpretation of the skin patch test.
③In the treatment of Non-immunological contact urticaria, nonsteroidal anti-inflammatory medications are more effective than H1 antihistamines.
④Diagnostic methods for contact urticaria include open test, regular patch test, and skin prick test.
A. ① B. ② C. ③ D. ④"
114,16,C,,"下列敘述何者錯誤？
①Bullous diabeticorum 經常進展到全身大面積影響，需要給予口服類固醇加以控制。
②甲狀腺亢進的病人容易出現tendon xanthoma, plantar xanthoma。
③Thyroid dermopathy可以出現在身體任何部位，和myxedema相關，和合併免疫疾病的嚴重度則無關。
④Necrobiosis lipoidica 經常出現在下肢，也有可能出現在軀幹和上肢。如果出現潰瘍變化也有可能合併squamous cell carcinoma。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which of the following statements is wrong?
① Bullous diabeticorum often progresses to affect large areas of the body, requiring oral steroids to be controlled.
②Patients with hyperthyroidism are prone to tendon xanthoma and plantar xanthoma.
③Thyroid dermopathy can appear in any part of the body, is related to myxedema, and has nothing to do with the severity of combined immune diseases.
④Necrobiosis lipoidica often appears in the lower limbs, and may also appear in the trunk and upper limbs. If ulcer changes occur, it may also be combined with squamous cell carcinoma.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,17,C,,"下列敘述何者正確？
①Osler nodule是由於immune complex沉積在血管造成，病理表現為perivasculitis或necrotizing vasculitis，是endocarditis的特異性皮膚表現。
②Antineutrophilic cytoplasmic antibody（ANCA）-associated vasculitis主要影響中型到大型血管，不只在皮膚也會有肺部表現。
③Clubbing finger常出現在心血管及肺部疾病，包括congestive heart failure，肺癌的病人，也可能出現在肝臟疾病的病人。
④Yellow nail syndrome指甲會增厚，出現onycholysis，常和肝功能異常，膽道阻塞有關。
A. ①　　B. ②　　C. ③　　D. ④","Which of the following statements is correct?
①Osler nodule is caused by the deposition of immune complex in blood vessels. Its pathological manifestation is perivasculitis or necrotizing vasculitis, which is a specific skin manifestation of endocarditis.
② Antineutrophilic cytoplasmic antibody (ANCA)-associated vasculitis mainly affects medium to large blood vessels, not only in the skin but also in the lungs.
③Clubbing finger often appears in patients with cardiovascular and pulmonary diseases, including congestive heart failure, lung cancer, and may also appear in patients with liver disease.
④Yellow nail syndrome causes thickening of nails and onycholysis, which is often related to abnormal liver function and biliary obstruction.
A. ① B. ② C. ③ D. ④"
114,18,B,,"關於graft-versus-host dermatosis（GVHD），下列敘述何者錯誤？
①慢性GVHD病人可能表現白斑，圓禿等自體免疫疾病。
②慢性GVHD的風險因子包括年紀較大，男性捐贈者/女性接受者，和骨髓幹細胞（和周邊血幹細胞相比）。
③GVHD病人如果無法使用系統性免疫抑制劑，可以使用phototherapy (UVA1)來治療皮膚硬化病灶。
④慢性GVHD的成因主要是Th1反應，Th2則參與急性及慢性GVHD。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding graft-versus-host dermatosis (GVHD), which of the following statements is incorrect?
①Patients with chronic GVHD may present with vitiligo, alopecia areata and other autoimmune diseases.
②Risk factors for chronic GVHD include older age, male donor/female recipient, and bone marrow stem cells (compared to peripheral blood stem cells).
③If GVHD patients cannot use systemic immunosuppressants, phototherapy (UVA1) can be used to treat skin sclerosis lesions.
④The cause of chronic GVHD is mainly Th1 response, while Th2 is involved in acute and chronic GVHD.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,19,D,,"關於neurofibromatosis，下列敘述何者正確？
①數目多的café-au-lait spots代表較嚴重的neurofibromatosis表現，其部位和後續neurofibroma出現的位置相關。
②Plexiform neurofibroma多半在中年以後出現，如果突然長大或出現疼痛，要考慮惡性變化。
③Neurofibroma大部分沒有症狀，不會癢，如果位在dorsal root或大條神經時會導致嚴重疼痛。
④病人可能出現的惡性腫瘤包括malignant peripheral nerve sheath tumor，pheochromocytoma及leukemia。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding neurofibromatosis, which of the following statements is correct?
① A large number of café-au-lait spots represents more severe neurofibromatosis, and its location is related to the location of subsequent neurofibroma.
②Plexiform neurofibroma mostly appears after middle age. If it grows suddenly or causes pain, malignant changes should be considered.
③Neurofibroma is mostly asymptomatic and does not itch. If it is located at the dorsal root or a large nerve, it will cause severe pain.
④ Malignant tumors that patients may develop include malignant peripheral nerve sheath tumor, pheochromocytoma and leukemia.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,20,C,,"下列敘述何者正確？
①Acquired ichthyosis可以在內分泌，感染，自體免疫疾病出現，也可能和惡性腫瘤相關，如mycosis fungoides，CD30+ lymphoid proliferative disease，Hodgkin disease。
②Multicentric reticulohistiocytosis病人在臉部及手部會出現丘疹，結節，以及破壞性關節炎，也可能合併癌症，需要做仔細檢查。
③Necrolytic migratory erythema可以出現在皮膚皺摺處，也會出現在口腔黏膜，可以合併glucagonoma或pseudoglucagonoma syndrome。
④Bazex syndrome (acrokeratosis paraneoplastica)可以合併palmoplantar keratoderma，對systemic retinoid治療效果佳。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which of the following statements is correct?
①Acquired ichthyosis can occur in endocrine, infection, autoimmune diseases, and may also be related to malignant tumors, such as mycosis fungoides, CD30+ lymphoid proliferative disease, and Hodgkin disease.
②Patients with Multicentric reticulohistiocytosis will develop papules, nodules, and destructive arthritis on the face and hands. They may also be complicated by cancer and require careful examination.
③Necrolytic migratory erythema can appear in skin folds and oral mucosa, and can be combined with glucagonoma or pseudoglucagonoma syndrome.
④Bazex syndrome (acrokeratosis paraneoplastica) can be combined with palmoplantar keratoderma, which has good therapeutic effect on systemic retinoid.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,21,A,,"關於雷射的安全性，下列何者正確？
①雷射對於眼睛的傷害，主要是來自於thermal damage，photochemical damage和mechanical injury。
②波長380nm以下的雷射會被retina吸收，而波長大於380nm的雷射則會被cornea吸收。
③戴雷射防護眼鏡可保護操作者被雷射光照射皮膚後反射（reflection）所傷。
④對於膚色較深的患者，可以使用較高的能量密度（fluence）、較長的脈衝持續時間、較長的波長可降低治療時皮膚受傷的風險。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding laser safety, which of the following is true?
① Laser damage to the eyes mainly comes from thermal damage, photochemical damage and mechanical injury.
② Lasers with wavelengths below 380nm will be absorbed by retina, while lasers with wavelengths greater than 380nm will be absorbed by cornea.
③ Wearing laser protective glasses can protect the operator from injuries caused by the reflection of laser light on the skin.
④For patients with darker skin, higher energy density (fluence), longer pulse duration, and longer wavelength can be used to reduce the risk of skin injury during treatment.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,22,E,,"關於自體免疫或遺傳疾病(autoimmune/genetic diseases)，所對應的表皮與真皮的protein targets，下列敘述何者正確？
①Desmoglein 1為pemphigus foliaceus, IgA pemphigus及striate palmoplantar keratoderma的主要target之一。
②Desmoplakin I/II為paraneoplastic pemphigus, striate palmoplantar keratoderma及lethal acantholytic epidermolysis bullosa的主要target之一。
③Laminin 332為junctional epidermolysis bullosa的主要target之一。
④Plakophilin 1為skin fragility and ectodermal dysplasia的主要target。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding autoimmune/genetic diseases and the corresponding protein targets in the epidermis and dermis, which of the following statements is correct?
①Desmoglein 1 is one of the main targets of pemphigus foliaceus, IgA pemphigus and striate palmoplantar keratoderma.
②Desmoplakin I/II is one of the main targets of paraneoplastic pemphigus, striate palmoplantar keratoderma and lethal acantholytic epidermolysis bullosa.
③Laminin 332 is one of the main targets of junctional epidermolysis bullosa.
④Plakophilin 1 is the main target of skin fragility and ectodermal dysplasia.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,23,D,,"關於靜脈曲張的硬化治療(sclerotherapy)，下列敘述何者錯誤？
①注射硬化劑導致Deep vein thrombosis的原因是單一注射部位的注射劑量過大(>1 毫升)，以及使用了泡沫硬化劑，導致硬化劑進入深層靜脈系統。
②若注射硬化劑時不慎注入動脈，會出現持續性劇烈的灼熱感和皮膚蒼白，並在幾分鐘內發展成邊緣分明的發紺(cyanosis)。
③發生動脈內注射時，如果使用的是Sodium tetradecyl sulfate (STS)，建議注射1%到 3% procaine以使其失去活性。
④高風險的動脈內注射區域包括popliteal fossa, dorsal foot和lateral malleolus。
A. ①　　B. ②　　C. ③　　D. ④","Regarding sclerotherapy for varicose veins, which of the following statements is incorrect?
① The causes of deep vein thrombosis caused by sclerosing injection are that the injection dose at a single injection site is too large (>1 ml) and the use of foam sclerosing agent, which causes the sclerosing agent to enter the deep vein system.
② If the sclerosing agent is accidentally injected into the artery, a persistent and severe burning sensation and pale skin will occur, and develop into cyanosis with sharp edges within a few minutes.
③When intra-arterial injection occurs, if sodium tetradecyl sulfate (STS) is used, it is recommended to inject 1% to 3% procaine to inactivate it.
④ High-risk intra-arterial injection areas include popliteal fossa, dorsal foot and lateral malleolus.
A. ① B. ② C. ③ D. ④"
114,24,C,,"關於痤瘡(acne)的治療，下列何者正確？
①口服tetracycline可能抑制胎兒的骨骼生長，因此病患若懷孕不能開立使用，小於九歲之病患也不建議使用。
②口服isotretinoin能有效抑制皮脂分泌，達到治療痤瘡之效，然而多數病患在停藥後2-4個月後，皮脂分泌量將回復正常。
③Isotretinoin可能引起血脂異常，尤其是三酸甘油脂(triglyceride)，建議在病患開始服用後定期抽血檢驗，若第8周時檢查數值正常，對於沒有風險因子的病患可以不用再追蹤後續triglyceride數值。
④長期使用口服A酸造成的高血脂症與動脈粥狀硬化、心血管事件風險的增加有關。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the treatment of acne, which of the following is correct?
① Oral tetracycline may inhibit fetal bone growth, so it cannot be prescribed to patients who are pregnant, and it is not recommended for patients younger than nine years old.
② Oral isotretinoin can effectively inhibit sebum secretion and achieve the effect of treating acne. However, in most patients, sebum secretion will return to normal 2-4 months after stopping the drug.
③Isotretinoin may cause dyslipidemia, especially triglyceride. It is recommended that patients take regular blood tests after starting to take it. If the test value is normal at the 8th week, patients without risk factors do not need to track the subsequent triglyceride value.
④Hyperlipidemia caused by long-term use of oral A acid is associated with an increased risk of atherosclerosis and cardiovascular events.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
114,25,B,,"關於下列敘述，何者錯誤？
①約20%的新生兒可能出現neonatal acne，Malassezia sympodialis被認為和neonatal acne的生成有關，因此可使用ketoconazole cream治療。
②Chloracne常以inflammatory papulopustules or large nodules來表現，病灶常出現於臉部，但不常出現在皺褶處如腋下及鼠蹊部。
③1-7歲的孩童很少會長acne，若出現要檢查病患有無hyperandrogenism的徵象。
④Perioral dermatitis好發於老年男性，治療上應避免使用類固醇。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which of the following statements is incorrect?
①About 20% of newborns may develop neonatal acne. Malassezia sympodialis is considered to be related to the development of neonatal acne, so ketoconazole cream can be used to treat it.
②Chloracne often manifests itself as inflammatory papulopustules or large nodules. The lesions often appear on the face, but less often in folds such as armpits and groin.
③Children aged 1-7 years old rarely develop Acne. If symptoms occur, the patient should be checked for signs of hyperandrogenism.
④Perioral dermatitis is more likely to occur in older men, and the use of steroids should be avoided in treatment.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
